Table S7. CAZyme																																				
CAZy_Family	CW1	CW2	CW3	CW4	CW5	CW6	OW1	OW2	OW3	OW4	OW5	OW6	PW7	PW8	PW9	PW10	PW11	PW12	CS1	CS2	CS3	CS5	CS7	CS8	OS1	OS2	OS3	OS4	OS8	OS9	PS7	PS8	PS9	PS10	PS11	PS12
CBM42	120.2386024	169.6302107	162.0018729	115.6141207	90.30546757	63.96777438	126.1724268	136.1914838	129.1884438	84.12557739	124.2131153	526.3690506	84.26524109	184.57969	88.40169258	136.663043	81.94288817	106.1770839	110.5881024	46.95556806	44.80293186	49.26367093	82.86184368	102.6888573	1.37089115	125.1327062	150.9058259	1021.500595	60.51028307	19.53810762	90.34701142	76.10734844	31.95149645	92.70125837	134.498307	141.353071
GH167	152.1695792	161.5212686	128.354653	97.5852249	150.2143631	126.5416678	140.697287	146.8086101	101.1890129	90.58514363	96.21183879	124.5489524	172.5366401	179.0103495	256.5990012	244.396759	143.6565553	254.5943256	125.4323648	100.7303394	77.40135936	20.17387976	111.519874	109.308934	3.40309535	155.0683051	92.74623049	24.47299695	240.5105471	62.49488919	150.2597713	155.0930889	150.2935109	136.6642307	138.0111466	169.7007073
GH165	655.6524439	854.4860434	767.2349341	612.9544622	652.2282037	674.3735277	660.0972366	663.3142625	800.2970735	673.0087124	630.7671287	707.8385706	831.0877097	746.8033942	682.3327662	1047.516544	797.1386598	925.7125632	889.4161754	663.9220152	578.4511928	514.8747635	812.2484223	913.1846446	58.61945904	516.7700128	624.549679	321.8743006	791.349275	3.09245842	982.4996249	902.0333398	744.0646466	906.1497169	765.1297338	777.7441497
GH71	119.1897371	168.6862351	168.7544875	170.5282835	128.8281313	234.2150899	103.4728543	164.3539637	161.7719627	111.5874661	85.14533136	100.4275889	114.8016525	134.5803236	111.8041337	133.4508775	125.5969983	118.0432263	138.4119383	125.5286907	120.8934806	209.1010416	95.58980907	160.0996098	44.23349847	107.9851531	105.6894801	83.49098533	137.7065553	0.91686302	130.9334373	128.5322082	178.1583129	178.5840853	139.7364628	177.7450713
CBM14	5114.055409	4587.872434	5212.798707	5208.963841	5255.493819	5304.872629	4665.501146	5100.203826	5000.035979	4314.699931	4263.960922	4511.070279	3963.720359	4432.283821	4633.93417	4563.350534	4600.179689	4497.252167	4543.543304	4456.646544	4753.268195	3944.498803	3297.843155	3508.810026	2370.199406	3642.867638	3641.436445	3723.282148	4951.959604	4059.812328	4477.957878	4397.027929	3873.893185	4330.576626	4888.304005	4798.643411
GH125	2490.24668	2658.22599	2293.653358	1668.28196	2230.185636	1523.941503	2149.169698	2155.518577	2017.284372	2738.958804	2022.911816	1270.471491	2394.896244	2561.244775	2130.98112	1763.208689	2494.161306	2074.462557	2346.522	3145.481831	1761.068971	2220.068062	1632.641756	1470.72341	4126.484052	1873.174514	2865.869375	1491.44948	1526.186706	1404.529115	2084.695878	2072.777517	2179.569323	2236.31511	1723.822471	1921.210673
CBM46	26.57404071	2.45440635	34.57595823	10.07118577	14.17958959	0	0	6.47443421	0	0	0.72350784	8.71492078	0.68042392	0	4.54401533	0	11.91179063	0	0	2.84976768	0	0	0	0	30.82615824	0	0	0	0	0	0	1.85298726	0	11.10099965	1.31445217	1.80187212
GH103	1099.146926	878.4674755	942.9322772	980.1097946	1107.176408	1005.995669	988.183827	1173.296099	1174.727496	1105.144637	1125.25987	935.4723764	1018.120617	894.9918816	960.6479742	1072.777406	972.4636013	1237.589868	1210.984114	848.3612809	947.5976734	768.9755206	689.1428892	763.9845915	175.1410136	1114.910768	957.9623312	562.3173938	1057.257568	543.4165431	1133.785085	1014.576379	1121.55261	1009.271409	1048.344585	964.8140387
CE12	7185.462664	7288.730699	6347.443596	6658.65608	6910.811348	5951.199249	7503.253903	8250.398089	6623.267339	7432.984542	7403.804441	5373.581925	5891.815017	6397.646031	6984.010588	6844.338446	7462.005483	7064.26835	6854.308249	6108.537937	6322.787639	5614.2111	3251.628926	3285.495726	5465.783201	4543.848477	6602.360633	6105.560398	4898.903255	4040.838645	5603.40577	5830.93638	5520.014478	6676.151207	6248.692942	6080.549488
GH92	8611.166846	11849.40097	10745.73108	7570.065352	7255.524677	6185.254535	10116.32756	9875.950923	9502.095519	11008.09411	9429.530152	5752.241801	12854.83291	12460.15026	8918.666733	7475.32506	8999.085433	7596.142973	8749.336248	8751.961545	6379.740609	7967.834918	5270.319746	5008.400421	12600.48207	5754.398977	12028.81713	6295.50076	4782.237501	1074.668313	8060.738738	7520.821356	9647.385895	9410.171268	8628.594584	9560.230016
GH58	1.86515151	0	0	2.05667786	0	0	4.12926289	0	5.76184599	2.04396819	0	6.20195356	0	6.17207542	3.76946726	1.68184651	3.29379059	19.40779475	5.61392362	0	0	0	0	0	0	0	3.66345913	0	0	0	2.07930863	1.88457227	0	0	3.8089239	0
GH142	423.2643435	438.9099908	420.7496293	418.1737026	415.43047	531.1174682	425.4455216	572.7996653	462.4701551	322.1731149	421.630498	228.3909664	596.2600278	531.9147125	374.6076952	457.6126803	329.6388742	674.0099382	474.2345314	374.2950572	346.212527	237.2720713	409.7855554	418.29599	1026.209079	327.8687031	642.4891183	199.7515131	328.8182476	68.3465184	492.1093767	459.9025357	463.904435	415.8370248	363.0544594	420.3231856
GH99	2.49232249	12.47656944	0	6.39466469	9.72678251	2.28381701	0	28.48427944	0	0	3.84363542	0	34.71040866	4.68876484	9.2564278	63.0368101	0	5.68457719	12.02007978	33.10412894	0	13.57891596	9.56247344	7.00832062	0	0	7.05951249	2.15825886	0	0	9.99139455	12.99410389	12.86646758	12.76365564	16.04962112	13.98445918
CBM76	113.4378638	68.5644255	157.1173436	101.0956894	110.8679471	203.3149535	268.7365155	205.5297558	172.7842942	82.65544656	218.1018509	107.2228187	12.53476035	70.95896559	193.4507271	76.77202568	225.9823614	107.063101	52.62815477	29.59625992	39.26918745	4.7905245	16.66397988	18.51481099	0	15.24996512	64.25942171	144.495161	142.7018485	0	98.19769571	100.0128808	77.94158354	113.5342267	140.7449586	75.41482537
CE4	15692.29294	15007.81913	14975.19743	15893.07248	16093.17062	16685.3718	15462.45217	15636.2944	15052.67956	14488.01001	14685.39052	15468.87995	13425.17664	14091.62275	15685.62043	14888.17898	15282.64672	15577.71458	14856.3051	15900.68832	15739.92223	14196.2917	14230.73135	14086.72848	12012.79021	13301.44298	14748.76832	12319.997	16484.66	12266.36442	15722.87431	16166.14385	14171.16783	14255.42107	16343.435	15705.94202
GH13	101861.5933	115347.2327	105352.4126	112961.1188	105447.052	111866.5568	111026.9372	111820.984	107580.1073	101518.523	103532.9509	121454.6221	100007.3282	106706.1608	105741.7561	97386.15328	102041.4773	101597.2807	113202.2218	111524.0108	107752.1358	109739.9714	85540.89181	84724.76458	77874.86335	97573.07805	102942.3304	129298.8885	107932.4895	81463.72758	106286.5654	106334.9411	104716.5975	110226.1988	114083.5641	112870.1924
GT9	12922.9691	13452.09266	13176.01025	13578.72091	12494.68214	11908.26598	13521.68327	12908.59262	13536.56279	13646.75853	13299.7959	14198.11386	12344.22244	13124.28797	12952.07647	11284.47675	12722.64984	12723.24199	13833.49168	12880.50348	14747.89677	11181.43971	10072.01591	9840.810993	10093.6539	14142.24373	13842.06143	16051.69725	12994.83596	6800.680543	13176.53916	13129.52363	13537.39904	13396.89271	13006.23897	12483.94525
GH88	4036.858102	3400.82154	3527.30891	3583.468823	3898.375474	3203.026793	3396.305064	3600.726217	3133.640969	3810.291896	2953.013463	2767.444081	3645.847944	2992.315212	3389.621326	4543.767831	3738.382006	4348.207421	3302.815811	3949.647899	2828.308163	3006.753811	2553.790785	2771.142269	4553.213098	3238.26885	3588.844556	1857.802528	2520.911966	828.1805625	3278.612316	3355.994426	3891.546259	3383.994095	3572.275671	3524.371799
CBM34	4459.582376	3851.642464	3532.116772	4316.520429	5055.702141	4584.224401	4029.903468	4040.693178	3842.169888	3833.460211	3493.771139	4380.312703	3214.427878	3478.535093	3850.301981	3729.708633	3802.641072	3970.611373	3793.379866	4151.605245	3721.173915	4578.234984	3334.455598	3444.819424	2232.560274	3629.588594	2812.658561	3230.013204	4040.766238	4321.63999	3564.531927	3828.937508	3992.406786	3400.223833	4140.268228	4259.792813
GT25	308.1583945	77.80529101	157.2985421	109.0802855	457.6210585	98.65547266	23.16310953	226.2488491	173.4140637	43.35025992	209.4971503	47.9357542	337.3721632	76.62485583	32.44629891	454.6215521	34.68505736	44.01912768	113.3207647	44.7795333	64.06337482	14.39622767	36.78259273	57.30537797	703.2187918	357.1240836	91.48108912	75.0946697	80.82580824	43.65423027	148.0492314	166.5718854	84.69001338	54.13199194	25.33992604	28.75446476
GH104	397.8823788	371.6684198	654.9572339	331.4723059	348.4383844	265.891912	356.1911061	314.9303574	396.2381772	691.6935329	387.0302974	120.3861115	775.0116579	635.5612965	572.7947005	177.020631	510.8528863	256.9424011	314.2279412	115.8280092	196.4186758	372.9222331	340.4793602	404.95268	70.75148463	186.5777287	336.8323484	238.1077771	51.63248663	52.39514559	346.4199176	338.6976054	682.0470138	497.8528443	608.9641627	642.8311219
GT13	824.7010908	1023.525547	989.2751455	850.4717338	676.666364	875.6733085	937.3743369	1132.910987	1070.0121	1033.103445	1003.165367	763.8001079	1126.985143	1092.471913	1090.76406	784.7519473	741.2933226	830.8918503	1109.315683	925.4183078	872.1772348	931.1137711	689.5548672	684.804359	349.7621045	700.5490348	755.9001106	568.4543241	748.8138405	677.6329159	731.9367869	648.6890734	1008.573705	913.8127594	1130.15698	1002.331918
GT2	153721.6613	164880.7554	160237.9913	162262.758	154509.8673	158463.0915	164716.8801	160366.9044	159750.566	156878.5377	159717.105	180130.7439	150266.6962	155723.56	161722.3587	148028.0767	157406.6582	153377.3232	161480.4495	158258.3563	155547.7888	157523.9667	164205.7931	160013.1576	193370.0654	152158.7224	157822.7447	182450.3799	160515.4354	154381.4495	151041.0181	150110.5647	155085.3099	159711.3945	158886.0042	157669.7167
GH39	5457.811776	5747.022132	5489.626634	6363.22771	5838.617029	5950.402164	5275.649816	5256.743911	5911.830727	5401.503753	4566.233494	5331.257371	4971.018821	5279.798931	5340.03285	7392.125387	5830.420512	6244.678294	5415.159618	5272.928686	4585.521301	4837.591507	4672.077469	5029.651064	1583.293247	4777.943589	5264.226516	3363.57443	5807.060945	1491.029046	6951.198959	6562.419835	4937.189607	5762.798515	6935.798229	7032.762464
CE8	21654.17335	21824.72256	22232.03857	24312.18363	22216.74902	23310.15303	23200.25541	24432.18072	23629.05358	20925.92957	22857.27131	22760.14706	20400.41537	22358.61019	22168.20173	20943.97704	21235.41471	22411.77304	22770.96138	23069.73673	22191.4382	20890.95037	16891.94745	16938.51988	12144.90362	19130.29984	20174.61158	19218.21695	21707.08759	12360.56483	22255.34606	22401.19957	20661.20796	22123.73925	21815.66163	22197.90418
GT77	9399.809209	9315.274333	9273.585351	10723.25223	9243.025168	9645.837836	10244.24968	10473.87493	10680.42162	9833.981074	9860.735341	9675.792942	9065.561229	9526.723839	9663.720876	8895.11012	9607.726647	9959.83954	11250.67401	10371.889	10322.65256	9372.157097	7733.080487	8038.773124	5941.967255	10576.98429	9939.658583	8524.354288	10030.87239	5855.157301	9967.284726	9825.151204	10131.87733	10102.82607	10162.7398	9808.622178
GH35	23258.40556	26060.24542	24236.16039	25449.48168	23344.69151	22939.61583	24960.70863	25659.40223	24913.72559	23741.08968	24892.9758	24002.66892	22895.68633	25198.15334	23712.50667	23515.86018	23515.14222	22836.42321	24374.30082	23597.84888	20414.43992	23351.80415	18647.56563	18777.01431	22141.06714	19693.03891	22942.07626	20655.46392	22208.95713	13617.1043	23365.87515	23573.37565	22147.4585	23723.20978	24652.53676	24644.33476
CBM44	43.17099647	65.99968715	157.2407024	89.03989585	34.04195981	269.4467259	83.91237002	97.57938299	76.88941567	45.72165192	102.8498832	59.13656986	28.4296155	29.52540701	67.74286349	27.83557228	50.29380874	73.61331464	99.83654077	74.33742261	68.75446239	70.0586866	54.30157966	39.74027754	1.51647251	54.25671332	127.2301736	80.9128534	117.9979501	0	129.0574783	94.45640854	84.00580033	66.0740271	73.18138583	93.81381407
GT6	72.75445492	25.92185356	75.76873049	90.69475099	40.63652448	85.56751049	191.1593465	132.2847006	104.3870345	105.1856687	375.1680372	19.0968578	219.0185523	111.5445608	52.01504745	52.84363569	92.75813049	37.09634669	76.35288868	26.57400473	19.98473957	67.13299989	20.29040475	49.57156261	2350.670682	27.91959852	72.19651434	29.22317746	2.03659004	178.0720614	68.37932277	29.0586664	33.17113154	24.24879466	44.14273803	85.55664237
CBM24	0	0.71715651	5.749745	4.3907539	0	0	1.18750044	0	1.95612431	4.16351551	4.752233	2.74948067	0	0	0	0	0	0	0	0	0	3.06762254	36.72178893	27.84556964	0	0	10.96605033	1.88332143	0	0	0	0	0	0	0	0
GH113	332.4536721	425.1355658	399.5865543	606.6897648	388.317904	452.7547182	693.8795801	808.4863585	590.9523418	380.5691613	581.2811743	441.2969837	145.5579132	265.5028211	391.9561019	325.9519264	696.2024493	517.3250768	256.3856709	470.5376821	264.9849505	173.3558168	391.2168536	321.1068913	56.20711265	218.9151553	520.4345713	732.4650008	719.7020173	136.9391858	465.3934701	448.7863119	346.1398485	432.2216828	503.1333433	476.063863
GH2	60805.46562	64694.20953	59190.99858	64317.86907	62930.21585	63412.62285	64316.65999	69407.09218	59994.59562	59880.73065	57917.14563	56594.80882	59000.31522	61816.82028	61888.99019	58143.39828	58186.80997	59500.18006	60067.32338	62860.51768	57250.19009	60433.40656	46177.9645	46079.58284	51710.64262	45511.45633	56917.53661	49256.39596	60437.61763	31378.01996	62202.0454	60934.6977	57178.52503	61469.86421	63699.53939	64277.29842
GH97	8137.777962	10269.05198	8756.743029	7959.761952	7246.238701	7714.831608	10723.62247	11170.9151	8768.512204	11206.01019	11670.08865	6206.152974	12223.96997	11734.89968	11059.65514	7350.192473	9261.728937	8577.502185	11362.87825	8225.839423	7872.681173	9252.223374	4463.122978	4170.873068	9109.423803	6068.62985	12210.01431	6038.091869	5530.400122	1882.388378	7396.02898	7408.053184	10650.08294	11353.55801	10845.63318	11721.09214
PL6	124.8908195	243.0385793	197.6481408	167.5285115	173.367662	68.58317277	67.72724164	177.5669414	154.6952979	164.8496088	94.91565418	80.40594456	174.7278916	208.6789429	168.3967115	176.2055439	167.9277531	109.4881793	194.7804395	317.498258	95.74947439	101.7481088	76.27152508	86.86416112	49.37999105	51.56529873	196.6783715	118.9476617	92.97665001	0	113.7749917	104.3893652	311.840559	130.1085537	115.845512	197.5080732
GT71	0	3.09468627	10.56687041	8.99378585	0	0	0.94138636	0	2.29602205	4.73340001	1.57687607	21.64857921	0	0	0	0	0	0	0	0	1.7270491	5.48237065	82.22522623	95.80484227	5.18400978	0	13.84182236	15.84755189	1.70659871	0	0	0	0	0	0	0
GH43	45957.01771	45749.92499	42790.53386	48113.36416	44236.82336	37792.30028	51718.10278	50532.82683	44928.23398	51251.43197	53160.5943	38566.23336	43053.75498	47563.50351	52268.69328	43001.48568	46418.23541	45106.50576	47414.70701	43576.08032	42222.94303	42852.9217	29058.31184	27573.89375	35392.93747	33593.13855	47106.22625	31936.27656	40192.05797	14518.84263	40132.40992	40994.99892	41297.20829	48996.85699	43291.31671	42895.96411
GH143	196.309401	104.979926	91.12144546	111.8846734	149.9022541	265.3625498	226.2622786	175.296671	197.5951607	121.5585689	176.7711003	103.5547185	109.8925572	149.6521016	96.16055098	121.9983421	109.6330986	142.0776196	165.8533973	122.3397025	196.8889254	65.45204413	75.91864215	81.31869036	0	73.11259001	215.7697963	140.3965217	83.68288565	0.54099636	125.9810472	123.2212869	89.15461472	70.63190399	69.53324571	66.87347736
GH133	4025.749833	4702.896209	4135.512457	4136.007242	3884.343489	4299.160366	5266.883792	4746.068089	4596.492348	5181.856624	5160.560269	3448.93836	5285.393211	5262.800199	4777.144132	3732.960154	4878.848828	4830.105321	5794.337654	5433.237961	5845.235673	5293.131089	3552.624683	2813.555561	4594.482089	4634.097215	5970.754123	2896.165159	4377.122841	1315.581733	4748.009552	4993.103624	5450.244828	5320.108884	5059.782753	4930.178809
GH4	7048.29661	5778.655073	5748.946449	6996.841385	7883.698933	6618.248045	5558.27018	6614.887426	6098.922497	5115.465876	5150.272837	6619.548782	4561.94869	5330.337232	5381.059167	6288.743859	5181.576095	5520.356777	4868.085947	5439.311457	4738.585821	5092.686918	4898.294425	5018.092532	2025.867153	4620.491639	4229.438755	5113.294623	7154.013356	5000.287736	6183.122973	6345.269148	4420.031124	5380.608171	6279.957435	6244.82521
PL1	5894.900295	6284.666009	6795.00667	6168.28888	5267.014522	6512.053441	7965.124767	7129.519567	5874.517352	7202.383973	6688.568725	3719.942398	5167.857475	5845.055965	6669.453453	4651.138618	6944.435979	6669.029272	7474.870354	6280.598406	5830.768945	5885.680223	3279.358699	3234.646651	7230.702446	4115.065132	6365.720769	3431.151285	3714.585062	1772.878254	4869.350135	5007.318682	5552.853678	5883.748963	5228.063605	5082.864467
GT48	0	6.2514389	12.8169709	3.28251542	2.21441433	0	5.04621149	3.5969079	2.64146907	2.29132739	9.87850013	25.49927535	0	0	0	1.59142465	0	4.55596108	11.90422359	1.94454736	4.33298508	12.61157661	110.8010377	101.5561671	0	13.86860695	30.04443087	22.22419084	4.55531576	11.827533	3.52332639	6.05103208	0	5.96720402	0	0
GT33	481.8458722	609.4455236	458.033927	527.331081	390.7198798	513.6717032	782.2743145	334.7617918	438.0423952	419.0992093	699.2883728	563.8124386	529.717709	482.6887021	681.5330435	350.4336389	451.4361122	462.5027059	541.6340834	466.1101194	467.0513714	328.4371621	770.9344255	671.2408105	397.0804194	316.243085	489.105712	372.756558	628.0681317	702.5536997	493.7824494	557.2115254	434.73549	541.1132332	538.7430233	461.9540533
GH89	2376.474265	3226.986493	3364.586511	2331.222933	2086.79152	2070.847583	2696.31224	2797.58644	2443.285173	3062.883129	3008.417679	1548.85989	3807.189404	3061.095439	2157.920967	2596.820192	2802.749806	2545.849183	3152.693469	2179.313495	3595.559053	2994.442805	1268.66644	1266.314019	3010.70674	1731.266914	2713.805048	2037.561467	1847.069698	846.9978934	2341.287512	2432.897942	2615.606108	2717.592899	2729.834162	2734.633811
GH173	585.3127858	754.6940275	1355.54047	723.8428676	452.8137586	310.9972578	1013.116278	742.5750463	703.5238156	1064.126701	1029.391627	191.316671	1939.894175	1271.885373	851.7328313	731.8562328	1469.902695	1010.882889	1047.430491	760.0741812	547.8152825	769.8943592	690.9417454	715.5524925	231.3148774	374.3809429	529.6646265	407.1934241	398.8661344	33.04682077	727.7080972	544.5248156	774.0205173	870.8340083	720.6498199	829.2242855
CBM21	0	3.48170443	0	0	0	0	1.19925787	1.31767913	0	6.20839254	5.25045215	5.23688246	0	0	1.09476277	0	0	0	0	0	1.95354734	0	61.4567112	32.58520296	0	0	5.00638204	9.0119394	0	33.49389877	0	0	0	0	0	0
GT103	35.30040225	38.92138895	34.3765253	3.15950911	36.32488091	48.047809	35.70824491	7.4699726	10.8236807	10.1629134	5.1808128	51.42078037	29.31611464	19.08495915	32.80048141	150.1163089	22.93620771	35.96877284	105.7064827	52.29637365	9.73622789	30.46667374	41.60712279	13.9103498	0	21.41137651	17.96996191	19.40500056	25.91205585	0	6.82406982	4.2748183	5.05186	12.79998098	25.09179864	25.9813696
GH116	1241.987926	1162.864823	1327.414973	1084.457879	1360.23894	1165.833598	1059.770449	1094.098377	1065.739611	931.9189637	866.2530305	984.0207558	996.9568905	935.1091896	940.3033435	1240.708258	989.1674682	1104.668346	902.935773	747.5923508	727.6857264	793.2749887	950.2919736	994.5657546	192.3253095	992.5708738	850.9756282	470.0624285	812.1649636	16.3804085	1261.983432	1147.789932	1003.737434	1049.518111	972.4242664	1181.553508
CBM50	58179.72847	57135.73463	55129.65109	62031.10583	61683.5483	61950.35707	59843.42768	59797.84714	60129.2968	58769.43967	60498.9943	61688.1513	54794.59136	57713.10733	59645.70051	58053.19816	58327.81305	61674.58755	60323.95959	64513.54981	61126.88213	55585.97984	49394.10243	49562.0524	53625.92672	59167.44493	55678.87959	62596.0148	60115.64474	42755.78213	62439.8275	61261.96898	60778.88269	59943.37776	62799.26271	62498.649
GH95	8017.00242	8647.164127	7861.539434	7746.641985	7525.470591	7091.960392	8987.093664	9146.273558	8115.359881	8648.126108	8695.784134	6329.730236	8571.907112	9292.671325	8246.205282	6879.45845	8072.25715	7235.253192	7720.870906	6862.399031	6501.576412	5919.192051	4078.439508	4332.851812	8257.827695	5153.510178	7826.721637	6549.986279	5973.110199	2517.570858	7257.707641	6819.900377	7914.740033	7090.552939	7476.127867	7592.861749
GT102	35.30040225	38.92138895	34.3765253	16.94904448	36.32488091	48.047809	35.70824491	7.4699726	10.8236807	10.1629134	5.1808128	51.42078037	29.31611464	25.98200851	32.80048141	150.1163089	22.93620771	35.96877284	105.7064827	52.29637365	9.73622789	30.46667374	41.60712279	13.9103498	0	21.41137651	17.96996191	19.40500056	25.91205585	0	6.82406982	4.2748183	5.05186	12.79998098	25.09179864	25.9813696
GH100	1070.523156	497.3991683	593.0283407	506.9659764	899.6677746	572.0857887	455.4264165	354.2403536	424.4629588	507.2546797	629.1985288	947.1112543	553.1265931	396.8018446	332.1676054	470.8961086	366.4962773	394.4588542	310.2355709	294.9178626	607.3937591	710.4034895	410.0294633	422.8186394	184.4051186	372.6367378	983.5677428	877.660923	494.5529535	120.7146796	446.6214829	470.3918773	349.1341285	415.303638	349.8853407	350.5522187
GH20	12723.1083	16530.89015	15997.34674	12578.56852	11691.21771	10802.63833	14424.24571	14511.12532	15803.41658	14990.92927	13940.65811	8072.568306	20259.80806	18145.77395	12819.16625	12787.9427	13640.25933	12758.37446	13863.96034	11686.18995	14130.15081	13394.51994	8715.379293	8929.061115	21249.70588	9100.476496	13655.98668	9071.789567	9345.387858	3501.705363	13263.70766	12778.82263	16263.59385	14975.61379	15313.70694	15996.21573
CBM91	9456.639839	10606.34881	10583.78096	11928.93725	9892.022637	9884.789649	11869.43932	12062.89278	11455.15651	11636.22175	12281.15164	10068.41103	9291.705144	10697.22682	11981.37521	9694.038233	11189.31505	11066.21963	10733.75733	10384.06538	9321.699948	9081.500195	7156.009456	7006.802891	6025.957256	7958.695699	10333.12359	8526.80714	10137.46568	3237.305187	9118.464524	9453.523157	9592.034443	11863.9008	10022.61856	9577.232689
PL9	836.4067738	819.6692593	1195.063981	1437.969545	884.715226	1370.380138	1509.051407	1479.276459	1320.887847	807.8402344	1100.049029	989.5217147	588.9547786	722.9308886	1024.974037	856.6312266	1415.012925	1056.490537	635.5928817	730.7225987	712.6717134	592.6862471	387.072303	342.9755329	502.7360749	467.2872011	648.7604973	626.5540295	1010.16527	358.7563729	1064.493408	1084.112075	734.9388965	1053.943819	1108.873006	1048.552375
GT89	0	0	0.6127497	4.70862184	0	0	0	0	0	0	0.59998211	2.95811335	0	0	0	0.96261784	0	0	0	0	0	0	0	0	0	0	0	41.60565781	0	0	0	0	0	0	0	0
GH48	92.71157262	88.24781033	237.6143597	180.8448075	97.37051412	148.505792	143.8219301	191.2936032	145.7577624	180.3315103	259.7992961	115.2659639	16.41410251	72.38434835	225.7746881	24.89257456	240.8489614	87.34752901	87.74990519	12.36810161	31.29849768	0	28.63518417	13.49222088	0	37.57731409	48.97892426	118.8809585	148.5983341	0	92.78326583	99.83151553	66.09309918	98.52399496	114.8204615	78.83625259
AA2	156.7337056	182.6904667	226.1574197	249.5281384	151.7116639	153.8811768	207.5301838	225.3758769	293.2229307	184.2343453	224.2237099	350.6511836	202.2399642	157.1365706	247.4068642	190.5761722	207.1349064	207.8937323	185.0245201	244.4120481	250.7227804	140.7972436	343.7863656	319.2458857	84.97169403	144.6151855	108.268517	184.6804478	209.566521	124.2478466	251.5834187	245.5112187	190.9907923	167.1962216	216.992715	136.2392489
GT35	20737.94729	21559.97085	20868.90589	23829.70287	22092.34919	23314.7501	22991.92582	23572.93567	22855.06418	20421.05698	21716.40705	22242.17197	20964.76474	22083.06389	22366.97225	20724.57222	20749.35277	21426.97687	21225.80497	22077.67162	21656.64687	21340.80958	17692.93679	17899.64892	12319.4464	18393.51454	20830.83941	17200.10438	22630.16466	12982.20117	22294.00426	22045.96879	21343.20622	22673.45225	23036.81234	23105.00866
GH57	2639.999427	3240.081423	2959.376524	2616.506791	2286.463651	2484.388264	3801.767639	3453.752715	3213.954755	4201.062835	4332.802464	2040.761635	4277.703792	3882.833449	3334.597454	2674.865227	3007.711736	3318.111036	3904.921975	3273.919099	4385.04202	3286.200554	2194.01867	2066.383077	3455.445079	3125.031227	4548.728051	1838.50229	2490.786724	453.547891	3090.042331	2984.235192	3768.431895	3624.079609	3031.941725	3253.079788
CBM77	340.549193	574.794766	1205.397155	821.032036	360.6944271	500.0351967	1005.127	975.409265	720.8972777	1049.854988	631.8638256	410.0659552	374.7569201	435.7185756	792.9009023	292.6880871	1193.154531	687.3110391	363.1223174	301.4715247	239.6930218	367.4557482	109.0854985	101.5517633	159.6008404	57.9401438	206.5516179	245.2328488	267.1446641	27.09663459	406.9242103	424.5872527	483.3754829	407.7698999	482.7299075	465.4462706
GH11	270.3343324	391.1977511	874.1517162	991.6455812	186.3476253	401.7416832	636.4146164	896.7222705	811.0997003	1024.046982	989.1135474	525.5586192	315.7129986	737.0315098	1013.488168	260.7637755	861.8503522	210.0643971	308.9212127	210.3603992	191.1864355	31.04948335	135.6026915	127.7496458	1.77576574	99.20304914	386.2624666	754.227999	485.7394992	12.9495904	254.8818285	335.5429674	387.7432748	590.8526304	558.935191	409.3528866
GH106	7295.812335	7929.66892	6882.496301	7248.319944	7703.795356	7176.372993	7315.37666	8005.957681	7121.023022	6123.930421	6445.596568	6305.854285	6109.74387	7187.785943	6421.02848	6865.004348	5873.718306	6221.835843	6528.628141	6997.338935	6296.607712	6942.628634	5265.635075	5317.152173	2389.150766	5030.288044	5601.361626	4391.390754	5950.799907	718.6328577	7611.223287	7504.474865	7062.003637	6357.091471	7402.910869	7566.324437
GH28	44771.23164	45696.07899	45024.76538	50490.79771	46042.88023	47919.71151	48455.01435	50069.5779	50685.54634	46953.41727	49886.81624	47055.69978	43998.15386	47400.80521	48324.71543	43506.34709	44762.44966	48953.94345	50400.47907	48019.1678	45697.75884	44741.78479	36964.33109	36260.98975	28461.77906	43134.69036	48026.15644	38187.0373	46087.77479	20519.69915	47681.86053	48675.3848	47910.50179	49749.06041	48163.27418	48986.6825
GH76	1303.074056	2667.172856	2148.413861	1933.321772	1215.793325	1358.978392	2066.792551	1784.231124	1808.680394	2217.459409	1810.525811	3129.838107	1898.53064	2042.509606	1646.41116	1498.006594	1687.698004	1711.077856	2061.868248	2097.538049	1209.613952	1495.081921	1190.740839	1330.224863	3577.909053	1309.492769	1955.198481	4522.827541	1114.348883	1914.551654	1381.739256	1321.463311	1760.463494	1525.513056	1777.389137	1808.818797
GT19	8281.18828	8891.82413	8266.324295	7719.007751	8102.624712	7480.75986	9182.222258	8570.094449	8698.447233	8948.969055	9132.942754	6365.975066	9581.965105	9133.28901	7824.968796	8324.021488	8894.245446	8679.014647	8959.313062	8118.245585	9396.212596	8259.787174	6328.751355	6864.156064	11746.36899	7865.834634	9080.155711	5919.401075	6510.517377	2737.746373	7890.031358	7759.227223	9227.683327	8556.227376	8236.174403	8649.00906
GH25	7682.056219	8860.234898	8827.906181	8672.352201	8341.762949	9550.305833	8866.558044	8313.210244	7597.260661	7796.307721	8144.013542	11311.01956	6393.41519	6522.427183	8211.293438	7335.649417	8094.272686	6781.957435	8215.259218	8772.644666	6893.061039	9178.530839	9406.571465	9151.417775	6388.469065	8806.435893	7689.391398	14910.05077	9678.650502	12572.48841	7527.211119	7480.507928	6342.159968	7153.17694	7763.992582	7592.667412
