OTUID	All	CW	OW	PW
ASV817	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV818	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV819	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV820	7.2e-05	0.0002147268	0.0000000000	0.0000000000
ASV821	7.3e-05	0.0000000000	0.0000000000	0.0002177624
ASV1953	6.9e-05	0.0000000000	0.0000000000	0.0002072736
ASV2052	5.9e-05	0.0001774843	0.0000000000	0.0000000000
ASV2513	5.7e-05	0.0001717983	0.0000000000	0.0000000000
ASV2514	5.7e-05	0.0001717983	0.0000000000	0.0000000000
ASV2515	6e-05	0.0001787483	0.0000000000	0.0000000000
ASV2516	6.2e-05	0.0001845127	0.0000000000	0.0000000000
ASV2519	6.2e-05	0.0001845127	0.0000000000	0.0000000000
ASV2530	6.9e-05	0.0000000000	0.0000000000	0.0002072736
ASV2531	6.6e-05	0.000000000	0.000000000	0.000198165
ASV2532	6.6e-05	0.0000000000	0.0000000000	0.0001978686
ASV2533	6.6e-05	0.0000000000	0.0000000000	0.0001978686
ASV2534	6.6e-05	0.0000000000	0.0000000000	0.0001978686
ASV2535	6.2e-05	0.0001845127	0.0000000000	0.0000000000
ASV2537	5.9e-05	0.0001774843	0.0000000000	0.0000000000
ASV2538	5.6e-05	0.0000000000	0.0001679532	0.0000000000
ASV2539	5.2e-05	0.0000000000	0.0001552178	0.0000000000
ASV2540	5.2e-05	0.0000000000	0.0001552178	0.0000000000
ASV2541	5.2e-05	0.0000000000	0.0001552178	0.0000000000
ASV2542	5.9e-05	0.0000000000	0.0001776224	0.0000000000
ASV2543	5.6e-05	0.0000000000	0.0001679532	0.0000000000
ASV2544	5.6e-05	0.0000000000	0.0001679532	0.0000000000
ASV2545	5.6e-05	0.0000000000	0.0001679532	0.0000000000
ASV2546	5.6e-05	0.0000000000	0.0001679532	0.0000000000
ASV2547	5.7e-05	0.0000000000	0.0001708823	0.0000000000
ASV2548	5.8e-05	0.0000000000	0.0001744324	0.0000000000
ASV2549	5.8e-05	0.0000000000	0.0001744324	0.0000000000
ASV2550	5.8e-05	0.0000000000	0.0001744324	0.0000000000
ASV2551	5.8e-05	0.0000000000	0.0001744324	0.0000000000
ASV2552	5.8e-05	0.0000000000	0.0001744324	0.0000000000
ASV2553	5.8e-05	0.0000000000	0.0001744324	0.0000000000
ASV2554	5.8e-05	0.0000000000	0.0001744324	0.0000000000
ASV2555	5.8e-05	0.0000000000	0.0001744324	0.0000000000
ASV2556	5.2e-05	0.0000000000	0.0001552178	0.0000000000
ASV2557	5.6e-05	0.0000000000	0.0001689081	0.0000000000
ASV2558	5.7e-05	0.0001724471	0.0000000000	0.0000000000
ASV2560	5.7e-05	0.0001724471	0.0000000000	0.0000000000
ASV2561	5.7e-05	0.0001724471	0.0000000000	0.0000000000
ASV2562	5.7e-05	0.0001724471	0.0000000000	0.0000000000
ASV2563	5.9e-05	0.0001776319	0.0000000000	0.0000000000
ASV2564	5.9e-05	0.0001776319	0.0000000000	0.0000000000
ASV2565	5.9e-05	0.0001776319	0.0000000000	0.0000000000
